762.15362549	2.47058821
762.15765381	2.50980401
762.16180420	2.47058821
762.16589355	2.47058821
762.16589355	2.47058821
762.17004395	2.47058821
762.17401123	2.45098042
762.17816162	2.45098042
762.17816162	2.45098042
762.18231201	2.50980401
762.18634033	2.50980401
762.19049072	2.50980401
762.19049072	2.49019599
762.19458008	2.49019599
762.19860840	2.50980401
762.19860840	2.49019599
762.20281982	2.54901958
762.20684814	2.52941179
762.21105957	2.52941179
762.21105957	2.52941179
762.21502686	2.47058821
762.21917725	2.49019599
762.22332764	2.45098042
762.22332764	2.49019599
762.22729492	2.49019599
762.23144531	2.49019599
762.23553467	2.47058821
762.23968506	2.47058821
762.24377441	2.49019599
762.24377441	2.50980401
762.24780273	2.47058821
762.25189209	2.47058821
762.25604248	2.50980401
762.25604248	2.49019599
762.26019287	2.45098042
762.26416016	2.47058821
762.26824951	2.47058821
762.26824951	2.47058821
762.27239990	2.45098042
762.27655029	2.50980401
762.28057861	2.45098042
762.28466797	2.43137264
762.28881836	2.49019599
762.28881836	2.45098042
762.29290771	2.50980401
762.29705811	2.47058821
762.30108643	2.49019599
762.30108643	2.50980401
762.30511475	2.50980401
762.30932617	2.50980401
762.31347656	2.50980401
762.31347656	2.49019599
762.31744385	2.45098042
762.32159424	2.50980401
762.32159424	2.49019599
762.32568359	2.50980401
762.32977295	2.52941179
762.33392334	2.47058821
762.33392334	2.47058821
762.33807373	2.50980401
762.34210205	2.50980401
762.34619141	2.50980401
762.34619141	2.49019599
762.35015869	2.47058821
762.35430908	2.49019599
762.35845947	2.52941179
762.35845947	2.47058821
762.36260986	2.50980401
762.36676025	2.54901958
762.36676025	2.49019599
762.37072754	2.52941179
762.37487793	2.50980401
762.37915039	2.50980401
762.37915039	2.47058821
762.38311768	2.52941179
762.38708496	2.52941179
762.39123535	2.52941179
762.39123535	2.54901958
762.39538574	2.50980401
762.39953613	2.54901958
762.40362549	2.56862736
762.40765381	2.54901958
762.41174316	2.54901958
762.41174316	2.52941179
762.41589355	2.52941179
762.41998291	2.52941179
762.42413330	2.54901958
762.42413330	2.54901958
762.42810059	2.49019599
762.43225098	2.50980401
762.43634033	2.52941179
762.43634033	2.52941179
762.44036865	2.49019599
762.44445801	2.52941179
762.44860840	2.52941179
762.45275879	2.52941179
762.45684814	2.52941179
762.45684814	2.50980401
762.46087646	2.52941179
762.46490479	2.50980401
762.46905518	2.50980401
762.46905518	2.49019599
762.47314453	2.50980401
762.47717285	2.50980401
762.48126221	2.47058821
762.48126221	2.50980401
762.48541260	2.50980401
762.48956299	2.49019599
762.48956299	2.49019599
762.49365234	2.52941179
762.49761963	2.49019599
762.50177002	2.52941179
762.50177002	2.49019599
762.50592041	2.50980401
762.50994873	2.50980401
762.51416016	2.50980401
762.51416016	2.47058821
762.51812744	2.47058821
762.52227783	2.49019599
762.52636719	2.49019599
762.53045654	2.47058821
762.53454590	2.49019599
762.53454590	2.50980401
762.53869629	2.49019599
762.54272461	2.47058821
762.54693604	2.49019599
762.54693604	2.52941179
762.55108643	2.47058821
762.55499268	2.49019599
762.55914307	2.47058821
762.55914307	2.49019599
762.56329346	2.50980401
762.56738281	2.47058821
762.57141113	2.49019599
762.57550049	2.49019599
762.57958984	2.49019599
762.57958984	2.49019599
